pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
3668502,1529380790,e,1,tcp,1,192.168.100.150,35034,192.168.100.3,22,31,5472,FIN,6,1529380794,65,3.436743,3.436743,0,3.436743,3.436743,3.436743,14,17,1802,3670,8.729195,3.782651,4.655571,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.02017,9.88933,441,441,1,Theft,Keylogging
3668503,1529380790,e,1,tcp,1,192.168.100.150,35038,192.168.100.3,22,32,5538,FIN,6,1529380794,66,3.437507,3.437507,0,3.437507,3.437507,3.437507,15,17,1868,3670,9.018164,4.072719,4.654536,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.30907,9.88933,441,441,1,Theft,Keylogging
3668504,1529380790,e,1,tcp,1,192.168.100.150,35036,192.168.100.3,22,32,5538,FIN,6,1529380794,67,3.427324,3.427324,0,3.427324,3.427324,3.427324,15,17,1868,3670,9.044957,4.084819,4.668365,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.33673,9.88933,441,441,1,Theft,Keylogging
3668505,1529380790,e,1,tcp,1,192.168.100.150,35040,192.168.100.3,22,31,5472,FIN,6,1529380794,68,3.438046,3.438046,0,3.438046,3.438046,3.438046,14,17,1802,3670,8.725886,3.781218,4.653806,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.01675,9.88933,441,441,1,Theft,Keylogging
3668506,1529380790,e,1,tcp,1,192.168.100.150,35042,192.168.100.3,22,33,5604,FIN,6,1529380794,69,3.428771,3.428771,0,3.428771,3.428771,3.428771,15,18,1868,3736,9.33279,4.083096,4.958045,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.62444,9.88933,441,441,1,Theft,Keylogging
3668507,1529380790,e,1,tcp,1,192.168.100.150,35044,192.168.100.3,22,32,5538,FIN,6,1529380794,70,3.433171,3.433171,0,3.433171,3.433171,3.433171,15,17,1868,3670,9.029553,4.077863,4.660415,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.32083,9.88933,441,441,1,Theft,Keylogging
3668508,1529380790,e,1,tcp,1,192.168.100.150,35046,192.168.100.3,22,31,5472,FIN,6,1529380794,71,3.438371,3.438371,0,3.438371,3.438371,3.438371,14,17,1802,3670,8.725062,3.78086,4.653367,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.0159,9.88933,441,441,1,Theft,Keylogging
3668509,1529380790,e,1,tcp,1,192.168.100.150,35048,192.168.100.3,22,6,434,RST,1,1529380790,72,0.002618,0.002618,0,0.002618,0.002618,0.002618,3,3,228,206,1909.854858,763.941956,763.941956,79240,79240,471,471,475,471,9.88933,9.88933,19,19,2291.83,9.88933,30,30,1,Theft,Keylogging
3668510,1529380790,e,1,tcp,1,192.168.100.150,35050,192.168.100.3,22,32,5538,FIN,6,1529380794,73,3.427753,3.427753,0,3.427753,3.427753,3.427753,15,17,1868,3670,9.043825,4.084308,4.667781,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.33556,9.88933,441,441,1,Theft,Keylogging
3668511,1529380790,e,1,tcp,1,192.168.100.150,35052,192.168.100.3,22,32,5538,FIN,6,1529380794,74,3.42964,3.42964,0,3.42964,3.42964,3.42964,14,18,1802,3736,9.03885,3.790485,4.956789,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.33043,9.88933,441,441,1,Theft,Keylogging
3668512,1529380790,e,1,tcp,1,192.168.100.150,35054,192.168.100.3,22,31,5472,FIN,6,1529380794,75,3.432067,3.432067,0,3.432067,3.432067,3.432067,14,17,1802,3670,8.741088,3.787805,4.661914,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.03246,9.88933,441,441,1,Theft,Keylogging
3668513,1529380790,e,1,tcp,1,192.168.100.150,35056,192.168.100.3,22,31,5472,FIN,6,1529380794,76,3.430033,3.430033,0,3.430033,3.430033,3.430033,14,17,1802,3670,8.746272,3.790051,4.664678,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.03781,9.88933,441,441,1,Theft,Keylogging
3668514,1529380790,e,1,tcp,1,192.168.100.150,35058,192.168.100.3,22,6,434,RST,1,1529380790,77,0.095947,0.095947,0,0.095947,0.095947,0.095947,3,3,228,206,52.112106,20.844843,20.844843,79240,79240,471,471,475,471,9.88933,9.88933,19,19,62.5345,9.88933,30,30,1,Theft,Keylogging
3668515,1529380790,e,1,tcp,1,192.168.100.150,35060,192.168.100.3,22,31,5472,FIN,6,1529380794,78,3.430919,3.430919,0,3.430919,3.430919,3.430919,14,17,1802,3670,8.744013,3.789072,4.663474,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.03548,9.88933,441,441,1,Theft,Keylogging
3668516,1529380790,e,1,tcp,1,192.168.100.3,54813,192.168.100.149,4433,2,134,RST,1,1529380790,79,0.000176,0.000176,0,0.000176,0.000176,0.000176,1,1,74,60,5681.818359,0,0,1228,1094,20,18,475,4,22346.4,11363.6,2,3,11363.6,22346.4,2,4,1,Theft,Keylogging
3668517,1529380790,e,1,tcp,1,192.168.100.150,35062,192.168.100.3,22,6,434,RST,1,1529380791,80,0.023737,0.023737,0,0.023737,0.023737,0.023737,3,3,228,206,210.641617,84.256645,84.256645,79240,79240,471,471,475,471,9.88933,9.88933,19,19,252.77,9.88933,30,30,1,Theft,Keylogging
3668518,1529380791,e,1,tcp,1,192.168.100.150,35064,192.168.100.3,22,6,434,RST,1,1529380791,81,0.013165,0.013165,0,0.013165,0.013165,0.013165,3,3,228,206,379.794922,151.917969,151.917969,79240,79240,471,471,475,471,9.88933,9.88933,19,19,455.754,9.88933,30,30,1,Theft,Keylogging
3668519,1529380791,e,1,tcp,1,192.168.100.150,35066,192.168.100.3,22,6,434,RST,1,1529380791,82,0.000574,0.000574,0,0.000574,0.000574,0.000574,3,3,228,206,8710.801758,3484.320557,3484.320557,79240,79240,471,471,475,471,9.88933,9.88933,19,19,10453,9.88933,30,30,1,Theft,Keylogging
3668520,1529380791,e,1,tcp,1,192.168.100.150,35070,192.168.100.3,22,31,5472,FIN,6,1529380794,84,2.874302,2.874302,0,2.874302,2.874302,2.874302,14,17,1802,3670,10.437317,4.522837,5.566569,79240,79240,471,471,475,471,9.88933,9.88933,19,19,10.7852,9.88933,441,441,1,Theft,Keylogging
3668521,1529380791,e,1,tcp,1,192.168.100.3,43001,192.168.100.150,4433,2,134,RST,1,1529380791,85,0.000003,0.000003,0,0.000003,0.000003,0.000003,1,1,74,60,333333.3125,0,0,1228,134,20,2,475,4,22346.4,666667,1,3,666667,22346.4,2,4,1,Theft,Keylogging
3668522,1529380745,e,1,arp,2,192.168.100.3,-1,192.168.100.149,-1,16,960,CON,2,1529381593,10,848.002686,0.000145,0.000056,0.00116,0.00008,0.000272,8,8,480,480,0.017689,0.008255,0.008255,1228,1094,20,18,16,16,0.0188679,0.0188679,2,3,0.0188679,0.0188679,16,16,1,Theft,Keylogging
